SEXO,IDADE,REGIME,FACCAO,CARGO_FACCAO,UNIDADE
30,22,2403,,,591098
30,,1646,,,577141
30,41,1647,,,746323
30,30,1647,,,563930
30,22,1647,,,975291
30,37,2401,,,250958
30,36,2402,,,250958
30,21,1647,,,495478
,,1647,,,563930
30,27,1647,,,746323
30,24,2403,,,559396
30,40,1647,,,621558
30,26,2401,,,250958
31,41,1646,,,36233
30,26,1647,,,495478
30,37,2402,,,960097
30,51,1647,,,105693
30,36,1650,,,559396
30,26,1647,,,530032
30,30,1646,,,577141
30,24,1647,,,657728
30,33,1647,,,639335
30,41,1647,,,621558
30,27,1646,,,105693
30,28,1647,,,960097
30,32,1647,,,639335
30,32,1646,,,663771
30,28,1647,,,495478
30,35,2410,,,820657
31,43,1646,,,36233
30,21,2402,,,250958
30,,2402,,,250958
30,20,1650,,,960097
30,29,2402,,,250958
30,30,1647,,,112971
30,26,1646,,,657728
30,62,1647,,,797840
30,24,1650,,,960097
30,22,2401,,,105693
30,23,2403,,,704971
30,39,1646,,,883316
30,38,1646,,,414074
30,30,1647,,,190238
30,37,1647,,,657728
30,,1647,,,639335
30,31,1647,,,250958
30,33,1647,,,112971
30,39,1646,,,816503
30,36,1647,,,704585
30,35,1647,,,250958
30,24,1647,,,563930
30,28,1647,,,960097
30,33,1646,,,883316
30,24,1647,,,250958
30,44,1647,,,820657
30,20,2403,,,657728
30,33,1647,,,495478
30,33,1647,,,559396
30,35,1647,,,559396
31,25,1647,,,36233
30,32,1647,,,975291
30,37,1646,,,326340
30,31,1647,,,495478
30,39,2401,,,621558
30,29,1647,,,591098
30,62,1647,,,105693
30,37,2401,,,657728
30,21,1647,,,621558
30,33,1646,,,883316
30,40,1647,,,495478
30,25,1647,,,250958
30,31,1647,,,250958
30,47,1647,,,883316
30,20,1646,,,495478
30,46,1647,,,250958
30,40,1647,,,639335
30,39,1647,,,925279
30,34,1647,,,925279
30,27,1646,,,495478
30,37,1646,,,523461
30,19,1647,,,704585
30,,2401,,,563930
30,47,1647,,,591098
30,36,1647,,,704585
30,29,1647,,,950426
30,32,1647,,,250958
30,29,2401,,,746323
30,,1646,,,326340
30,36,2402,,,190238
30,41,1647,,,530032
30,33,2401,,,190238
31,20,1647,,,36233
30,33,2407,,,584662
30,23,1647,,,559396
30,40,1647,,,559396
30,23,2401,,,657728
30,31,2402,,,994414
30,21,1647,,,322353
30,28,2410,,,495478
30,46,2403,,,559396
30,25,1647,,,950426
30,33,1646,,,960097
30,23,1646,,,250958
30,25,2403,,,212316
30,20,1646,,,621558
30,32,1647,,,495478
30,42,1646,,,746323
30,38,1647,,,495478
30,30,1646,,,530032
30,22,1646,,,975291
30,25,1647,,,495478
30,31,2402,,,559396
30,51,1646,,,950426
30,31,1647,,,559396
30,34,1646,,,591098
30,24,1647,,,559396
30,44,1647,,,591098
30,28,1647,,,820657
30,56,1646,,,746323
30,79,1647,,,584662
30,31,1647,,,591098
30,25,2403,,,559396
30,46,1647,,,105693
30,30,1646,,,657728
30,29,2403,,,950426
30,,2402,,,250958
30,43,1647,,,530032
30,26,1647,,,190238
30,24,1647,,,495478
30,29,1647,,,447403
30,53,1647,,,105693
30,28,1650,,,621558
30,28,2401,,,960097
30,25,1647,,,495478
30,34,1646,,,591098
30,33,1647,,,816503
30,47,1647,,,639335
30,43,1647,,,495478
30,21,2403,,,960097
30,32,2402,,,704585
30,44,2407,,,584662
30,20,2403,,,704585
30,49,1647,,,639335
30,24,1647,,,704585
30,19,1647,,,657728
30,36,2402,,,975291
30,26,1646,,,326340
30,38,1646,,,820657
30,32,2403,,,960097
30,55,2405,,,584662
30,61,1647,,,820657
30,23,1650,,,820657
30,38,1647,,,704585
30,23,1647,,,746323
30,25,1647,,,975291
30,43,2403,,,105693
30,25,1647,,,559396
30,38,1647,,,105693
30,23,1647,,,559396
30,31,2403,,,559396
30,27,1646,,,326340
30,51,1647,,,105693
30,30,2402,,,559396
30,35,1647,,,105693
30,30,2403,,,530032
30,41,1646,,,577141
30,28,2402,,,250958
30,28,2403,,,495478
30,36,1647,,,559396
30,29,1647,,,559396
30,33,1647,,,559396
30,30,2402,,,198986
30,32,2410,,,559396
30,42,1646,,,284873
30,35,1647,,,746323
30,22,1647,,,925279
30,55,2402,,,559396
30,27,2403,,,212316
30,20,1646,,,212316
30,21,1647,,,559396
30,33,2403,,,563930
30,30,2402,,,704585
30,24,1647,,,112971
30,44,1647,,,530032
30,29,1647,,,250958
30,33,1647,,,559396
30,36,1647,,,975291
30,32,2403,,,639335
30,26,2403,,,559396
30,24,1647,,,559396
30,25,1647,,,190238
30,35,2410,,,495478
30,34,1647,,,473393
30,48,1650,,,559396
30,27,2402,,,190238
30,20,2407,,,584662
30,26,1647,,,639335
30,25,1647,,,639335
30,,2403,,,190238
30,23,2402,,,559396
30,34,1647,,,559396
30,34,2401,,,190238
30,1,1647,,,639335
30,20,2403,,,591098
30,21,1647,,,639335
30,34,2402,,,657728
30,24,2402,,,559396
30,29,2403,,,559396
30,26,1647,,,559396
30,40,1647,,,105693
30,20,1647,,,495478
30,40,1647,,,559396
30,28,1647,,,473393
30,41,1646,,,994418
30,29,1647,,,530032
30,67,2403,,,190238
30,24,2403,,,212316
31,26,2407,,,584662
30,30,1646,,,975291
30,42,1645,,,975291
30,38,2405,,,112971
30,23,2402,,,190238
30,27,1647,,,138000
30,31,2407,,,584662
30,31,1647,,,495478
30,23,2403,,,212316
30,26,2402,,,960097
30,26,2405,,,584662
30,44,1647,,,975291
30,38,2403,,,495478
30,29,1647,,,989300
30,34,1647,,,989300
30,42,2401,,,559396
30,23,2403,,,657728
,,1647,,,657728
30,29,1645,,,868277
30,39,2402,,,495478
30,25,1645,,,868277
30,33,2403,,,322353
30,32,1647,,,190238
30,40,1650,,,704585
30,22,2403,,,212316
30,44,2401,,,112971
30,22,1647,,,495478
30,44,1646,,,112971
30,27,1647,,,250958
30,26,1646,,,883316
30,24,1646,,,559396
30,31,1647,,,495478
30,22,2403,,,495478
30,28,1647,,,704585
30,35,1647,,,559396
30,20,2403,,,563930
30,27,2405,,,584662
30,42,1647,,,559396
30,22,2402,,,198986
30,21,1646,,,559396
30,29,2403,,,746323
30,24,2403,,,190238
30,35,1647,,,105693
30,36,1647,,,105693
30,40,2402,,,105693
30,23,2405,,,584662
30,28,1647,,,250958
30,32,2402,,,657728
30,42,1646,,,212316
30,37,2403,,,559396
30,21,2403,,,559396
30,48,1647,,,746323
30,32,1647,,,559396
30,37,1646,,,198986
30,25,1647,,,704585
30,23,1647,,,639335
30,24,1647,,,975291
30,33,2403,,,559396
30,21,2403,,,559396
30,33,2401,,,112971
30,20,1647,,,558029
30,,1647,,,639335
30,40,1647,,,962437
30,26,1646,,,663771
30,26,1647,,,563930
30,22,1647,,,639335
30,27,1647,,,657728
30,20,1647,,,621558
30,19,2403,,,704585
30,23,1647,,,198986
30,22,1646,,,112971
30,42,1647,,,639335
30,22,1646,,,883316
30,36,1646,,,621558
30,25,2403,,,559396
30,32,1647,,,639335
30,19,1647,,,212316
30,25,2410,,,250958
30,32,1647,,,994416
30,20,2401,,,495478
30,41,1647,,,960097
30,33,1647,,,284873
30,34,2407,,,584662
30,24,1650,,,639335
30,23,1646,,,883316
30,48,2403,,,559396
30,19,2405,,,584662
30,20,1650,,,820657
30,28,1647,,,495478
30,36,2401,,,657728
30,30,2401,,,190238
30,21,1646,,,883316
30,19,2403,,,559396
30,34,2401,,,190238
30,22,1647,,,746323
30,29,2403,,,105693
30,35,2410,,,950426
30,32,1647,,,495478
30,23,2403,,,960097
30,41,1646,,,950252
30,23,1646,,,250958
30,22,1647,,,112971
30,21,2403,,,639335
30,28,1645,,,868277
30,30,1647,,,495478
30,20,2403,,,960097
31,29,1647,,,36233
30,44,2403,,,495478
30,54,2407,,,584662
30,23,2401,,,250958
30,20,1646,,,816503
30,35,1646,,,704585
30,29,1647,,,960097
30,37,1646,,,746323
30,25,1647,,,322353
30,28,2402,,,657728
30,24,2401,,,563930
30,23,1646,,,657728
30,50,2403,,,559396
30,26,1647,,,816503
30,40,2401,,,250958
30,31,1647,,,190238
30,32,1646,,,746323
30,27,1647,,,816503
30,31,1650,,,960097
30,24,1646,,,816503
30,27,1647,,,190238
30,32,2402,,,105693
30,38,1646,,,577141
30,33,1646,,,577141
30,31,1647,,,704971
30,24,1647,,,190238
30,41,2403,,,447403
30,42,2403,,,994414
30,46,2402,,,994414
30,28,2403,,,994414
30,50,2403,,,994414
30,35,1647,,,523461
30,34,1647,,,495478
30,33,2402,,,190238
30,27,1647,,,250958
30,33,1647,,,137686
30,33,1646,,,326340
30,33,1646,,,839990
30,29,2403,,,112971
30,22,2403,,,495478
30,42,2403,,,105693
30,21,1650,,,994418
30,31,1647,,,495478
30,,2401,,,112971
30,30,1647,,,994414
30,24,1646,,,112971
30,20,2405,,,584662
30,27,1647,,,250958
30,24,1647,,,112971
30,23,1647,,,473393
30,27,1647,,,960097
30,23,2403,,,746323
30,56,1647,,,112971
30,30,1647,,,960097
30,20,1647,,,950426
30,27,1650,,,820657
30,23,1646,,,212316
30,51,1647,,,112971
30,31,1647,,,112971
30,65,2403,,,105693
30,27,2403,,,639335
30,22,1647,,,250958
30,25,1647,,,198986
30,35,1647,,,250958
30,34,2405,,,584662
30,20,1647,,,495478
30,28,2403,,,591098
30,35,2403,,,422666
30,47,1650,,,559396
30,31,1646,,,577141
30,31,1646,,,577141
30,25,1646,,,577141
30,29,1646,,,326340
30,21,2406,,,584662
30,,2403,,,198986
30,22,1647,,,559396
30,41,1647,,,746323
30,23,2403,,,975291
30,25,2403,,,657728
30,31,1646,,,657728
30,33,1647,,,559396
30,44,2410,,,559396
31,38,2407,,,584662
30,25,2403,,,250958
30,35,1647,,,960097
30,23,2407,,,584662
30,25,1650,,,639335
30,19,2403,,,960097
30,37,1646,,,816503
30,28,1647,,,190238
,,1647,,,816503
30,30,1647,,,447403
30,32,1647,,,105693
30,30,1645,,,868277
30,30,2401,,,559396
30,38,1647,,,559396
30,30,2403,,,422666
30,19,1646,,,326340
31,31,1647,,,36233
30,30,1646,,,198986
30,19,2407,,,584662
30,42,2403,,,816503
30,22,1646,,,657728
30,26,2403,,,704585
30,44,1646,,,577141
30,28,1646,,,950252
30,32,1647,,,559396
30,32,1647,,,639335
30,27,2403,,,530032
30,22,2402,,,495478
30,20,1646,,,883316
30,35,1647,,,250958
30,59,2403,,,495478
30,24,2403,,,994418
30,,1650,,,559396
30,32,1647,,,657728
30,25,1647,,,563930
30,22,1647,,,137686
30,41,1647,,,591098
30,32,2410,,,746323
30,24,1646,,,883316
30,50,1647,,,591098
30,28,2403,,,994414
30,27,2403,,,639335
31,30,1647,,,36233
30,35,1646,,,577141
30,23,2407,,,584662
30,31,2405,,,584662
31,40,2410,,,563930
30,21,1647,,,639335
30,21,2407,,,584662
30,29,1647,,,495478
30,29,2401,,,250958
30,45,2406,,,584662
30,21,1646,,,883316
30,48,2403,,,105693
30,23,1647,,,820657
30,26,1647,,,190238
30,36,1646,,,591098
30,22,1646,,,447403
30,26,1646,,,816503
30,23,1647,,,322353
30,30,2403,,,190238
30,34,2403,,,559396
30,42,1646,,,746323
30,26,1646,,,250958
30,50,1647,,,950426
30,29,2402,,,112971
30,29,1647,,,657728
30,33,1647,,,190238
30,42,1647,,,975291
30,27,2401,,,112971
30,25,2402,,,250958
30,18,2403,,,746323
30,21,2407,,,584662
30,21,2405,,,584662
30,31,2403,,,105693
30,23,2402,,,250958
30,30,1647,,,591098
30,28,1646,,,746323
30,22,1647,,,563930
30,39,2407,,,584662
30,26,2403,,,591098
30,35,1647,,,657728
30,21,1647,,,112971
30,37,1647,,,621558
30,23,2403,,,563930
30,21,2403,,,190238
30,28,1646,,,883316
30,22,2405,,,584662
30,24,1646,,,657728
30,27,1647,,,250958
30,20,2403,,,960097
30,47,1646,,,746323
30,34,1647,,,250958
30,58,1647,,,962437
30,38,1647,,,621558
30,53,1647,,,322353
30,41,1647,,,530032
30,21,2403,,,584662
30,67,2403,,,105693
30,28,1647,,,563930
30,22,1647,,,816503
30,19,2403,,,190238
31,20,1647,,,36233
30,25,2407,,,584662
30,42,1645,,,868277
30,42,1646,,,950426
30,23,2403,,,639335
30,19,2403,,,447403
30,32,2403,,,212316
30,20,2403,,,447403
30,21,2403,,,447403
30,23,1647,,,250958
30,23,2403,,,422666
31,28,1646,,,36233
30,33,1650,,,950426
30,55,1646,,,577141
30,30,1645,,,868277
31,35,2407,,,584662
30,29,1647,,,190238
30,20,1646,,,746323
30,37,2403,,,960097
31,33,2407,,,584662
30,31,1647,,,925279
30,42,1646,,,212316
30,33,2403,,,746323
30,34,1646,,,577141
30,20,1646,,,326340
30,40,2403,,,212316
30,33,2403,,,495478
30,36,2402,,,657728
30,30,1647,,,639335
30,38,2403,,,559396
30,26,1646,,,112971
30,45,1646,,,839990
30,28,1650,,,994418
30,24,1647,,,960097
30,31,1646,,,975291
30,29,2401,,,960097
30,23,1646,,,250958
30,,1647,,,994416
30,20,2401,,,250958
30,30,2403,,,639335
30,26,2403,,,591098
30,49,2403,,,591098
30,31,2407,,,584662
30,26,1647,,,250958
30,29,2403,,,250958
30,27,2401,,,105693
30,23,2403,,,704585
30,24,1647,,,816503
30,26,1647,,,322353
30,31,1647,,,960097
30,32,1647,,,250958
30,27,2405,,,584662
30,37,1647,,,495478
30,30,2403,,,250958
30,28,1646,,,704971
30,21,1650,,,960097
30,35,1646,,,657728
30,39,1647,,,559396
30,34,2401,,,250958
30,29,1647,,,816503
31,21,2407,,,584662
30,22,1647,,,447403
30,34,1647,,,105693
30,21,2403,,,559396
30,34,1646,,,962437
30,23,1647,,,473393
30,22,2403,,,704585
30,36,1646,,,577141
30,25,2403,,,559396
30,19,2407,,,584662
30,28,1646,,,112971
30,24,2402,,,559396
30,47,2403,,,190238
30,24,1650,,,559396
30,25,2403,,,105693
30,42,1647,,,250958
30,24,1646,,,639335
30,20,1647,,,816503
30,31,2403,,,704585
30,34,1647,,,960097
30,38,2403,,,704585
30,34,1647,,,250958
30,33,1646,,,621558
30,38,1647,,,657728
30,34,2410,,,250958
30,21,1650,,,994418
30,30,1647,,,495478
30,21,2403,,,250958
30,33,1647,,,558029
30,20,1647,,,495478
30,31,1647,,,137686
30,25,2403,,,591098
30,52,2403,,,198986
30,23,2401,,,657728
30,33,2401,,,559396
30,31,2401,,,657728
30,27,2401,,,657728
30,29,2403,,,657728
30,29,2403,,,839990
30,31,2402,,,704971
30,24,1647,,,989300
30,30,2402,,,112971
30,26,1650,,,950426
30,23,1647,,,530032
30,21,2403,,,495478
30,23,2403,,,559396
30,21,2403,,,530032
30,19,1646,,,212316
30,24,1650,,,746323
30,23,1647,,,621558
30,33,2403,,,816503
30,22,2403,,,495478
30,21,1646,,,559396
30,22,2403,,,495478
30,19,1646,,,530032
30,33,2402,,,960097
30,30,1650,,,621558
30,20,2403,,,212316
30,29,2403,,,212316
30,31,2403,,,559396
30,34,1647,,,112971
30,19,2403,,,657728
30,21,2403,,,657728
30,23,2403,,,137686
30,22,2401,,,190238
30,46,1647,,,112971
30,51,1646,,,284873
30,25,2403,,,639335
30,19,2410,,,584662
30,35,2402,,,559396
30,30,1645,,,868277
30,19,1646,,,883316
30,28,1650,,,950426
30,23,1646,,,326340
30,23,2407,,,584662
30,27,1646,,,577141
30,31,2401,,,975291
30,25,1650,,,950426
30,24,2402,,,994414
30,27,1647,,,322353
30,33,2402,,,105693
30,36,2401,,,663771
30,61,1646,,,591098
31,29,2407,,,584662
30,28,1647,,,746323
30,38,1646,,,577141
30,24,1647,,,250958
30,19,2403,,,530032
30,20,2403,,,960097
30,28,2403,,,960097
30,26,1646,,,577141
30,24,2403,,,559396
30,19,2403,,,591098
30,21,2403,,,960097
30,36,1646,,,577141
30,23,2405,,,584662
30,31,1646,,,975291
30,26,2407,,,584662
30,21,1647,,,816503
30,45,1647,,,137686
30,29,1647,,,960097
30,24,1646,,,621558
30,40,1647,,,105693
30,23,2403,,,960097
30,23,2406,,,584662
31,34,1646,,,36233
30,26,1646,,,559396
30,20,2403,,,639335
30,25,1647,,,657728
30,22,1650,,,621558
30,32,1647,,,250958
30,26,2402,,,495478
30,24,2403,,,495478
30,21,2403,,,960097
30,49,2403,,,989300
30,38,1647,,,105693
30,25,2403,,,495478
30,36,1645,,,591098
30,27,2401,,,559396
30,34,1646,,,621558
30,21,1646,,,250958
30,22,1647,,,414074
30,18,2403,,,322353
30,26,2401,,,250958
30,32,1646,,,326340
30,30,2402,,,495478
30,24,1650,,,250958
30,44,1647,,,989300
30,30,2403,,,950426
30,22,1646,,,414074
30,20,2403,,,975291
30,27,2403,,,950426
30,37,1647,,,112971
30,23,2403,,,639335
30,45,1647,,,989300
30,21,2403,,,746323
30,18,2403,,,591098
30,24,2403,,,198986
30,30,2403,,,190238
30,22,1647,,,639335
30,24,2403,,,559396
30,36,2403,,,559396
30,46,2401,,,190238
30,40,2402,,,559396
30,26,1650,,,495478
30,19,2403,,,495478
30,43,1645,,,975291
30,21,2403,,,495478
30,37,2403,,,657728
30,27,2401,,,960097
30,23,2403,,,994418
30,26,2403,,,989300
30,45,2407,,,584662
30,21,1646,,,962437
31,46,2402,,,746323
30,43,1646,,,639335
30,22,2403,,,190238
31,11,2407,,,584662
30,32,2407,,,584662
30,31,1646,,,530032
30,23,2403,,,960097
30,19,2403,,,212316
30,21,2403,2,2,657728
31,26,1646,,,563930
30,42,2403,,,746323
30,45,1646,,,950252
30,38,1646,,,326340
30,22,2401,,,558029
30,33,1647,,,212316
30,22,2403,,,530032
30,30,2403,,,198986
30,,2403,,,639335
30,19,1647,,,621558
30,24,2403,,,250958
30,59,2403,,,105693
30,32,1647,,,960097
30,30,1647,,,960097
30,23,2403,,,994418
30,25,1650,,,322353
30,34,2403,,,816503
30,39,1647,,,559396
30,20,2403,,,495478
30,28,1647,,,495478
30,38,2402,,,704585
30,31,1647,,,960097
30,26,1647,,,190238
30,27,1647,,,105693
30,71,1647,,,414074
30,19,1647,,,414074
30,23,1646,,,284873
30,33,1646,,,326340
30,33,2403,,,558029
30,23,2403,,,960097
30,30,1646,,,883316
30,53,1647,,,962437
30,52,1647,,,663771
30,23,1650,,,621558
30,24,1646,,,558029
30,20,2407,,,584662
30,40,2403,,,150228
30,19,2407,,,584662
30,23,1647,,,991265
30,38,1647,,,559396
30,24,2403,,,495478
30,27,1646,,,190238
30,22,1650,,,198986
30,72,1647,,,639335
30,,1647,,,639335
30,21,2403,,,250958
30,19,2403,,,250958
30,23,1647,,,250958
30,39,1646,,,868277
30,,2403,,,591098
30,27,2402,,,495478
30,35,2407,,,584662
30,19,2403,,,212316
31,32,2403,,,36233
30,30,2403,,,559396
30,35,1647,,,975291
30,22,1646,,,883316
30,28,2403,,,746323
30,42,2403,,,591098
30,28,1647,,,112971
30,24,2407,,,584662
30,36,2401,,,250958
30,29,2410,,,105693
30,23,2403,,,322353
30,23,2403,,,989300
30,21,2403,,,190238
30,19,2403,,,559396
30,20,1650,,,950426
31,24,2403,,,36233
30,27,1647,,,190238
30,25,1650,,,820657
30,20,2403,,,816503
31,23,2407,,,584662
30,19,2403,,,704971
30,26,2402,,,591098
30,34,1645,,,868277
30,46,1647,,,190238
30,29,1647,,,190238
30,42,2404,,,559396
30,45,2405,,,584662
30,28,1647,,,112971
30,20,1646,,,621558
30,31,2401,,,621558
30,42,1647,,,820657
30,23,1650,,,621558
30,57,1645,,,975291
30,57,1647,,,591098
30,24,1646,,,212316
30,24,2403,,,591098
30,30,1646,,,839990
30,20,2403,,,559396
30,35,2407,,,584662
30,24,1646,,,326340
30,22,2401,,,797840
30,30,2407,,,584662
30,25,2410,,,975291
30,28,1646,,,473393
30,30,2403,,,112971
30,25,1647,,,250958
30,,2406,,,584662
30,19,1650,,,704971
30,20,1650,,,495478
30,24,2410,,,559396
30,33,1647,,,925279
31,34,2407,,,584662
30,31,2402,,,198986
30,20,2403,,,960097
30,22,2410,,,495478
30,22,2403,,,704585
30,26,1647,,,137686
30,37,2407,,,584662
30,25,2403,,,414074
30,53,2401,,,559396
30,24,1647,,,960097
30,23,2403,,,495478
30,18,2402,,,657728
30,19,2403,,,105693
30,20,2403,,,212316
30,19,2403,,,495478
30,42,2403,,,495478
30,26,1650,,,704585
30,56,1645,,,868277
30,34,1645,,,975291
30,26,2405,,,584662
30,29,2410,,,190238
30,23,2401,,,250958
30,27,2403,,,975291
30,49,1647,,,591098
30,22,2401,,,250958
30,38,2407,,,584662
30,20,1647,,,621558
30,34,1647,,,839990
30,33,2403,,,322353
30,20,2403,,,559396
30,22,2403,,,704971
31,21,2407,,,584662
30,20,2403,,,639335
30,19,1650,,,704971
30,41,1647,,,975291
30,31,2403,,,989300
30,27,1647,,,190238
30,39,2403,,,816503
30,51,2402,,,591098
30,28,2403,,,495478
30,24,1647,,,190238
30,31,1647,,,523461
30,21,1647,,,495478
30,32,1647,,,960097
30,32,2402,,,559396
30,41,1647,,,591098
31,41,2407,,,584662
30,20,2406,,,112971
30,19,2403,,,530032
30,18,2403,,,447403
30,25,2403,,,250958
30,27,2403,,,112971
30,23,2407,,,584662
30,25,2403,,,150228
30,19,2407,,,584662
30,20,2402,,,495478
30,35,2403,,,591098
30,32,1646,,,326340
30,27,2401,,,704585
30,32,2402,,,559396
30,22,2401,,,558029
30,26,2402,,,250958
31,20,2407,,,584662
30,22,1646,,,563930
31,18,1650,,,621558
30,32,1645,,,868277
30,21,2401,,,704971
30,45,2407,,,584662
30,19,2403,,,447403
30,54,2402,,,591098
30,41,2403,,,105693
30,18,1650,,,950426
30,30,1647,,,960097
30,24,1650,,,962437
30,44,1645,,,975291
30,30,1647,,,960097
30,37,1646,,,473393
30,24,2403,,,530032
,,2403,,,639335
30,30,1647,,,414074
30,30,1646,,,820657
30,28,1646,,,495478
30,20,2407,,,584662
30,23,1647,,,820657
30,29,2402,,,558029
30,20,2407,,,584662
30,20,2404,,,960097
30,31,1646,,,975291
30,41,1646,,,326340
30,55,1646,,,105693
30,30,1647,,,960097
30,18,2403,,,704585
30,31,2403,,,639335
30,43,2403,,,559396
30,55,2403,,,994418
30,24,2403,,,105693
31,34,2403,,,36233
30,26,2403,,,816503
30,21,2407,,,584662
30,20,1647,,,657728
30,31,2403,,,584662
30,32,2410,,,563930
30,22,2403,,,960097
30,19,2403,,,112971
30,33,1647,,,138000
30,27,1647,,,105693
31,28,1647,,,105693
30,46,1647,,,105693
30,36,2403,,,591098
30,20,1650,,,960097
30,28,1647,,,105693
30,24,1647,,,105693
31,20,2407,,,584662
30,34,1646,,,326340
30,24,1647,,,559396
30,38,1646,,,326340
30,37,1646,,,326340
30,39,1646,,,326340
30,58,1647,,,105693
30,53,1647,,,105693
30,30,1647,,,559396
30,46,1646,,,326340
30,46,2407,,,584662
30,31,1647,,,105693
30,36,2402,,,105693
30,37,1647,,,105693
30,54,1647,,,105693
30,32,1646,,,883316
30,26,1646,,,112971
30,23,1646,,,975291
30,20,1647,,,137686
30,31,1646,,,746323
30,33,2403,,,639335
30,19,2403,,,639335
30,19,1650,,,280293
30,22,1647,,,137686
30,29,2403,,,105693
30,54,1646,,,820657
30,21,2403,,,322353
30,36,2407,,,584662
31,21,2403,,,36233
30,24,2403,,,950426
30,19,1650,,,639335
30,22,2403,,,960097
30,48,2403,,,962437
30,23,2404,,,960097
30,42,1646,,,820657
30,,2403,,,137686
30,23,2403,,,960097
30,21,2403,,,250958
30,24,2403,,,250958
30,33,2403,,,639335
30,23,1647,,,137686
30,24,1650,,,559396
30,22,1646,,,577141
30,22,2407,,,584662
30,27,2410,,,746323
30,40,2403,,,112971
30,36,1647,,,105693
30,61,2407,,,584662
30,23,2407,,,584662
30,21,1646,,,883316
31,32,2412,,,868277
30,21,1650,,,704971
30,29,1646,,,326340
30,27,2403,,,559396
30,23,1650,,,198986
30,31,2401,,,190238
30,32,1650,,,473393
30,28,1647,,,495478
30,28,1647,,,212316
30,28,2406,,,584662
30,23,1647,,,190238
30,21,2405,,,584662
30,40,1646,,,559396
30,21,2403,,,657728
30,33,2403,,,559396
30,28,2407,,,584662
30,21,2410,,,975291
30,24,1646,,,839990
30,36,2407,,,584662
30,39,1647,,,839990
31,42,1646,,,746323
31,30,2407,,,584662
30,38,1645,,,868277
30,20,2403,,,704585
31,39,1646,,,212316
30,57,2402,,,198986
30,30,1646,,,414074
30,19,2403,,,962437
30,20,2403,,,816503
30,31,2403,,,559396
30,33,1646,,,820657
30,37,2410,,,250958
30,46,1646,,,326340
30,20,1650,,,621558
30,31,2403,,,591098
30,19,1650,,,621558
30,20,2403,,,559396
30,21,1646,,,883316
30,40,1645,,,591098
30,24,1646,,,663771
30,20,2403,,,639335
31,31,2407,,,584662
30,26,2403,,,495478
30,34,2402,,,495478
30,32,1646,,,839990
30,26,1647,,,820657
30,25,2403,,,962437
30,45,2403,,,962437
30,28,1646,,,839990
30,19,2403,,,495478
30,18,1647,,,495478
30,27,2403,,,105693
30,30,2403,,,250958
30,27,2410,,,250958
30,44,2403,,,322353
30,19,2403,,,704585
30,52,2403,,,322353
30,23,2401,,,820657
30,28,1646,,,883316
30,67,2402,,,495478
30,28,1647,,,190238
30,32,2410,,,250958
31,27,2403,,,36233
30,31,2403,,,559396
30,25,2401,,,250958
30,26,2407,,,584662
30,35,1647,,,112971
30,33,1647,,,112971
30,22,2401,,,975291
30,30,2401,,,820657
30,27,2407,,,584662
30,23,1647,,,495478
31,22,2407,,,584662
30,26,1646,,,447403
30,39,1647,,,473393
30,26,2403,,,657728
30,22,2407,,,584662
30,25,2403,,,816503
30,26,2403,,,816503
30,32,1645,,,868277
30,33,1646,,,212316
30,27,2403,,,137686
30,22,2401,,,559396
30,23,1650,,,820657
30,41,2405,,,584662
30,,2405,,,584662
30,29,2407,,,584662
31,23,2407,,,584662
30,23,2403,,,198986
30,39,1646,,,883316
30,42,2403,,,322353
30,19,2403,,,704585
30,22,2407,,,584662
30,31,2407,,,584662
30,42,1646,,,839990
30,33,2402,,,190238
30,19,2403,,,960097
30,26,1646,,,883316
30,22,2403,,,559396
30,34,2407,,,584662
30,26,1646,,,883316
30,47,2403,,,422666
30,21,1646,,,975291
30,23,1650,,,530032
30,25,1646,,,326340
30,37,1647,,,994418
30,33,1647,,,495478
30,33,2402,,,190238
30,26,1647,,,994418
30,34,1647,,,994418
30,25,1647,,,994418
30,34,1647,,,994418
30,23,1647,,,994418
30,33,1647,,,994416
30,36,1647,,,994416
30,30,2407,,,584662
30,22,2402,,,190238
30,61,2402,,,284873
30,41,1645,,,975291
30,28,1647,,,559396
30,20,2403,,,746323
31,34,1646,,,584662
30,25,1646,,,975291
30,30,2401,,,839990
31,31,2407,,,584662
30,25,1650,,,584662
30,36,2403,,,530032
30,30,1646,,,621558
30,20,2407,,,584662
30,19,1650,,,591098
30,20,2404,,,704971
30,21,1650,,,591098
30,35,2403,,,591098
30,29,2403,,,962437
30,30,2407,,,584662
30,27,2403,,,559396
30,23,2403,,,746323
30,30,2401,,,250958
30,29,2403,,,816503
30,21,2403,,,746323
30,24,2410,,,190238
30,33,1650,,,639335
30,33,2405,,,584662
30,39,2405,,,584662
30,30,1647,,,960097
30,29,2407,,,584662
30,37,2403,,,422666
30,28,1650,,,621558
30,47,1646,,,816503
30,28,1646,,,326340
30,21,2403,,,704971
30,25,2403,,,212316
30,32,1647,,,559396
30,21,1646,,,883316
30,19,2403,,,975291
30,25,1646,,,704971
30,30,2402,,,960097
30,20,2403,,,250958
30,18,2403,,,559396
30,26,2402,,,960097
30,20,2407,,,584662
30,33,1646,,,559396
30,24,2403,,,663771
30,19,1647,,,137686
30,29,1647,,,559396
30,46,2403,,,559396
30,36,2407,,,584662
30,19,2403,,,962437
30,20,2403,,,250958
