SEXO,IDADE,REGIME,FACCAO,CARGO_FACCAO,UNIDADE
30,29,1646,,,584662
30,26,1647,,,250958
30,24,2409,,,280293
30,35,1647,,,975291
30,21,1647,,,495478
30,24,1647,,,190238
30,33,1647,,,495478
30,,1650,,,960097
31,50,1647,,,36233
30,35,1647,,,746323
30,37,1647,,,960097
30,31,1647,,,250958
30,28,1647,,,473393
31,31,2409,,,280293
30,22,1650,,,559396
30,27,2403,,,190238
30,32,2405,,,584662
30,64,1647,,,621558
30,47,1646,,,577141
30,55,1647,,,523461
30,24,1646,,,577141
30,25,1647,,,112971
30,35,1650,,,559396
30,28,1646,,,820657
30,52,1646,,,820657
30,31,1647,,,559396
30,35,1647,,,704585
30,43,1647,,,559396
30,30,1647,,,925279
30,33,1647,,,925279
30,33,1647,,,250958
30,30,1647,,,925279
30,24,2401,,,530032
30,31,1647,,,250958
30,,1647,,,563930
30,34,1647,,,925279
30,36,1646,,,112971
30,29,1647,,,523461
30,30,2410,,,495478
30,29,2403,,,559396
30,26,1647,,,657728
30,34,1647,,,657728
30,30,1647,,,112971
30,21,1647,,,495478
30,26,1646,,,883316
30,36,1646,,,883316
30,29,1647,,,495478
31,66,1647,,,36233
30,68,1647,,,639335
30,52,1646,,,820657
30,26,1647,,,960097
30,78,1646,,,950252
30,31,1646,,,326340
30,40,1647,,,925279
30,34,1646,,,950252
30,38,1647,,,657728
30,34,1647,,,639335
30,46,1647,,,639335
30,31,1647,,,190238
30,26,1647,,,530032
30,26,1646,,,326340
30,25,1647,,,190238
30,32,1647,,,925279
30,57,1647,,,746323
30,24,1647,,,250958
30,29,2403,,,559396
30,46,1647,,,138000
30,24,1647,,,925279
30,25,1647,,,563930
30,25,1647,,,190238
30,72,2405,,,584662
30,43,1647,,,639335
30,28,1647,,,495478
30,27,2410,,,495478
30,31,2402,,,495478
30,24,1647,,,639335
30,25,1646,,,112971
30,30,1646,,,326340
30,30,1646,,,212316
30,34,2402,,,495478
30,25,1647,,,190238
30,31,1647,,,559396
30,22,1647,,,112971
30,34,1647,,,190238
30,43,1646,,,112971
30,53,1647,,,112971
30,21,1647,,,495478
30,35,2402,,,250958
30,32,1650,,,960097
30,31,2403,,,212316
30,60,1646,,,704971
30,29,1647,,,190238
30,50,1647,,,112971
30,50,2401,,,105693
30,45,2403,,,994418
30,22,1647,,,473393
30,23,1647,,,190238
30,43,1646,,,591098
30,26,2402,,,250958
30,35,1646,,,960097
30,32,1647,,,495478
31,42,1647,,,322353
30,28,1647,,,820657
30,37,2402,,,960097
30,36,1647,,,591098
30,25,2403,,,190238
30,34,1647,,,250958
30,24,1647,,,558029
30,49,1647,,,559396
30,24,2401,,,746323
30,23,1647,,,925279
30,47,1647,,,190238
30,35,2402,,,190238
30,24,2403,,,322353
30,25,1647,,,960097
30,26,1647,,,639335
30,20,1646,,,577141
30,23,1647,,,960097
30,31,1647,,,559396
30,36,1647,,,962437
30,39,2401,,,994414
30,32,2402,,,820657
30,27,1647,,,495478
30,30,2405,,,584662
30,24,1647,,,975291
30,51,1647,,,621558
30,31,1647,,,250958
30,27,1647,,,190238
30,36,1646,,,816503
30,45,1646,,,105693
30,30,1647,,,559396
30,28,1647,,,495478
30,38,1647,,,994418
30,29,1647,,,530032
30,29,2402,,,250958
30,21,1646,,,883316
30,33,2403,,,816503
30,45,1647,,,704971
30,36,1647,,,559396
30,30,1647,,,639335
30,60,1647,,,105693
30,62,1647,,,820657
30,28,1647,,,190238
30,22,1647,,,975291
30,24,1646,,,883316
30,33,2410,,,250958
31,25,1647,,,36233
30,45,1647,,,994418
30,34,1647,,,704585
30,31,1647,,,559396
30,32,1647,,,559396
30,26,2406,,,584662
30,28,2402,,,250958
30,25,2401,,,960097
30,28,1647,,,250958
30,26,1647,,,657728
30,23,2406,,,584662
31,40,1646,,,36233
30,26,2405,,,584662
30,25,2401,,,559396
30,49,2403,,,994415
30,24,1647,,,322353
30,22,1646,,,975291
30,30,2402,,,105693
30,28,1647,,,112971
30,30,1646,,,523461
30,28,1647,,,704585
30,40,2402,,,591440
30,,1647,,,994418
31,36,1647,,,36233
30,31,1647,,,975291
30,38,2407,,,584662
30,27,1647,,,212316
30,52,2402,,,559396
30,34,2403,,,746323
30,35,1647,,,639335
30,29,1646,,,495478
30,27,2405,,,584662
30,31,1647,,,559396
30,36,1647,,,138000
30,20,1647,,,212316
31,37,1646,,,322353
30,28,2405,,,584662
30,39,2401,,,105693
30,31,1646,,,326340
30,34,1647,,,523461
31,32,1647,,,36233
30,35,2402,,,559396
30,38,1645,,,868277
30,29,1647,,,559396
30,25,2403,,,190238
30,43,2402,,,250958
30,35,1647,,,307137
30,36,1647,,,322353
30,32,1647,,,563930
30,25,1647,,,190238
30,33,1646,,,577141
30,21,1647,,,190238
30,38,1647,,,925279
30,24,1647,,,112971
30,28,1647,,,250958
30,31,1646,,,883316
30,23,1647,,,495478
30,37,1646,,,559396
30,31,1647,,,105693
30,23,1647,,,198986
30,40,1646,,,326340
30,35,1647,,,250958
30,30,1647,,,250958
30,19,1647,,,746323
30,30,1647,,,704971
31,52,1646,,,36233
30,25,1647,,,558029
30,74,1647,,,994418
30,23,2401,,,559396
30,24,1647,,,820657
30,27,1647,,,250958
30,27,1647,,,559396
30,30,1647,,,495478
30,35,1647,,,950426
30,28,1647,,,190238
30,20,1647,,,704585
30,32,2410,,,250958
31,38,1646,,,746323
30,69,1647,,,307137
30,37,2402,,,559396
30,25,1647,,,190238
30,24,1646,,,960097
31,24,2403,,,36233
30,36,1647,,,105693
30,27,1647,,,960097
30,37,1647,,,657728
31,30,1647,,,36233
30,32,2402,,,250958
30,29,2402,,,994414
30,26,1650,,,960097
30,27,1647,,,250958
30,22,1647,,,495478
30,57,1647,,,925279
30,40,1647,,,105693
30,38,2409,,,280293
30,,1647,,,591098
30,51,2403,,,591098
30,56,1647,,,975291
30,36,1646,,,326340
30,23,2408,,,280293
30,35,1646,,,950426
30,25,1647,,,657728
30,37,1647,,,559396
30,31,2405,,,584662
30,25,1647,,,250958
30,35,1650,,,950426
30,36,2402,,,925279
30,23,1646,,,112971
30,22,1650,,,960097
30,22,2403,,,559396
30,38,1647,,,559396
30,20,2403,,,190238
30,37,1647,,,190238
30,32,1647,,,820657
30,30,2403,,,559396
30,21,2403,,,559396
30,33,1647,,,495478
30,42,1647,,,473393
30,26,1647,,,663771
30,43,2402,,,322353
30,22,1647,,,105693
30,31,1647,,,975291
30,24,1647,,,250958
30,24,1647,,,112971
30,30,1646,,,950252
30,28,1647,,,190238
30,27,1647,,,559396
30,34,2405,,,584662
30,28,1647,,,190238
30,21,1646,,,868277
30,25,1647,,,190238
30,26,1646,,,883316
30,40,1647,,,559396
30,40,1647,,,495478
30,27,1647,,,960097
30,23,1647,,,559396
30,31,1647,,,704585
30,32,2402,,,746323
30,46,1646,,,326340
30,35,2402,,,190238
30,24,2410,,,250958
30,23,2408,,,280293
30,32,2402,,,495478
30,37,2401,,,960097
30,19,1647,,,495478
30,38,2402,,,559396
30,26,1647,,,495478
30,33,1646,,,883316
31,38,2403,,,36233
30,35,2401,,,495478
30,30,1647,,,591098
30,30,1647,,,495478
30,47,1647,,,112971
30,50,1646,,,591098
30,28,1647,,,639335
30,38,1647,,,250958
30,31,1646,,,577141
30,23,1647,,,704585
30,28,1647,,,250958
30,26,1647,,,495478
30,39,2401,,,250958
30,35,2408,,,280293
30,26,1647,,,621558
30,31,1646,,,925279
30,40,1646,,,530032
30,37,2402,,,559396
30,47,1647,,,746323
30,42,1647,,,559396
30,42,1646,,,326340
30,31,2406,,,584662
30,29,1647,,,190238
31,48,1646,,,36233
30,24,1647,,,563930
30,39,1647,,,112971
30,32,1647,,,663771
30,24,1650,,,639335
30,29,1647,,,994414
30,27,1646,,,250958
30,52,1647,,,816503
30,26,1647,,,960097
31,28,1647,,,36233
30,23,1647,,,112971
30,34,1647,,,639335
30,27,1646,,,563930
30,40,1647,,,250958
30,32,2401,,,190238
30,70,1647,,,704971
30,29,1647,,,250958
30,36,1647,,,746323
30,27,1650,,,994418
30,47,1647,,,950426
30,25,1647,,,495478
30,22,1647,,,190238
30,65,1647,,,621558
30,37,1647,,,563930
30,49,1647,,,559396
30,47,2403,,,591098
30,,1647,,,250958
30,33,1646,,,746323
30,36,1647,,,960097
30,27,1647,,,621558
30,30,1647,,,190238
30,31,1647,,,657728
30,35,2402,,,250958
30,25,1646,,,883316
30,37,2402,,,704585
30,32,1650,,,820657
30,29,1647,,,250958
30,28,1646,,,112971
30,46,1647,,,591098
30,52,1647,,,704585
30,26,1647,,,495478
30,29,2407,,,584662
30,39,1650,,,994418
30,25,1647,,,322353
30,30,2409,,,280293
30,32,1647,,,495478
30,24,2401,,,112971
30,25,1647,,,559396
30,7,1647,,,495478
30,24,1647,,,112971
30,31,2402,,,495478
30,26,1647,,,495478
30,25,1646,,,326340
30,24,1647,,,495478
30,20,2406,,,584662
30,59,1647,,,704971
30,39,1647,,,559396
30,36,2405,,,584662
31,35,1647,,,36233
30,39,2403,,,746323
30,25,2403,,,212316
30,30,1647,,,250958
30,20,1650,,,559396
30,41,1646,,,577141
30,24,2401,,,559396
30,27,1650,,,960097
30,28,2401,,,190238
30,34,1647,,,495478
30,27,1646,,,663771
30,27,1647,,,523461
30,35,2405,,,584662
30,38,1647,,,495478
30,23,1647,,,250958
30,29,2401,,,495478
30,30,2403,,,495478
30,22,1647,,,495478
30,31,2406,,,584662
30,35,1646,,,577141
30,37,1647,,,105693
30,25,1647,,,563930
30,29,1647,,,663771
30,,2402,,,704585
30,48,2402,,,994414
30,30,1647,,,559396
30,31,1647,,,250958
30,25,2401,,,250958
30,33,2402,,,657728
30,,1647,,,112971
30,34,1647,,,820657
30,36,1647,,,198986
30,49,1650,,,422666
30,31,1647,,,820657
30,39,2401,,,657728
30,38,1646,,,621558
30,30,1647,,,495478
30,25,1647,,,960097
30,21,1646,,,212316
30,36,1647,,,657728
31,25,1647,,,36233
30,40,2402,,,495478
30,37,1646,,,326340
30,34,1646,,,190238
30,20,1647,,,558029
30,26,2402,,,250958
30,33,2402,,,559396
30,28,1647,,,621558
30,42,1647,,,559396
30,28,2405,,,584662
30,29,1647,,,563930
30,20,2403,,,657728
30,28,1647,,,190238
30,24,2401,,,960097
30,27,1647,,,657728
30,,2404,,,960097
30,41,1646,,,112971
30,48,2402,,,559396
30,23,1647,,,190238
30,23,2401,,,559396
30,27,1647,,,495478
30,65,1647,,,198986
30,25,1647,,,495478
30,34,1646,,,112971
30,23,2407,,,584662
30,27,1647,,,559396
30,27,1647,,,322353
30,30,2402,,,960097
30,39,1646,,,326340
30,31,1647,,,559396
30,30,1647,,,994418
30,31,2408,,,280293
30,23,1646,,,621558
30,25,1647,,,112971
30,23,2410,,,960097
30,29,1647,,,495478
30,42,1647,,,925279
30,26,1646,,,190238
30,28,1647,,,657728
30,23,1646,,,839990
30,24,1647,,,925279
30,35,1647,,,559396
30,34,1647,,,559396
30,40,2402,,,523461
30,34,2402,,,190238
30,34,1646,,,326340
30,25,1650,,,559396
30,26,1646,,,746323
30,33,1647,,,704585
30,23,2406,,,584662
30,37,1646,,,657728
30,39,1647,,,621558
31,34,2401,,,36233
30,23,1647,,,820657
30,30,1647,,,495478
30,28,1647,,,523461
30,25,1647,,,591098
30,31,1647,,,112971
30,31,1647,,,322353
30,47,1647,,,559396
30,43,1647,,,105693
30,28,1647,,,250958
30,34,1647,,,704585
30,26,1646,,,746323
30,24,1647,,,495478
30,30,1647,,,105693
30,33,1647,,,559396
30,29,1646,,,326340
30,,1647,,,495478
30,56,2407,,,584662
30,32,1647,,,960097
30,30,1647,,,704971
30,24,2406,,,584662
30,49,1647,,,704585
30,27,1646,,,190238
30,37,1647,,,250958
30,23,1647,,,250958
30,33,1647,,,704585
30,36,1647,,,704585
30,49,1647,,,190238
30,31,1647,,,559396
30,21,1647,,,839990
30,51,1647,,,994416
30,53,1646,,,591098
31,35,1647,,,36233
30,44,1647,,,925279
30,25,2402,,,559396
30,38,1647,,,621558
30,24,1647,,,746323
30,35,2405,,,584662
30,32,1647,,,657728
30,40,2403,,,704585
30,40,1647,,,105693
30,45,2406,,,584662
30,30,1647,,,975291
30,23,1647,,,704585
30,22,1646,,,883316
30,36,1646,,,577141
30,20,2407,,,584662
30,32,2403,,,112971
30,24,1646,,,883316
30,31,1646,,,820657
30,33,2402,,,495478
30,24,1646,,,868277
30,32,1647,,,639335
30,31,1646,,,577141
30,36,1647,,,523461
31,37,1647,,,36233
30,28,2410,,,559396
30,23,2403,,,960097
30,57,2409,,,280293
30,34,1647,,,962437
30,30,1645,,,975291
30,43,2402,,,657728
30,31,2402,,,190238
30,23,2403,,,746323
30,39,1647,,,198986
30,33,2402,,,250958
30,31,2403,,,584662
30,27,2401,,,495478
30,46,1647,,,663771
30,23,1647,,,112971
30,37,1647,,,639335
30,20,1647,,,975291
30,25,1646,,,746323
30,44,1647,,,322353
30,24,2403,,,559396
30,43,1647,,,190238
30,35,2402,,,105693
30,,1647,,,250958
30,29,2405,,,584662
30,28,2402,,,190238
30,,2402,,,190238
30,22,2405,,,584662
30,31,1647,,,657728
30,30,1647,,,559396
30,48,2402,,,105693
30,61,1650,,,950426
30,26,1647,,,704585
30,43,1647,,,138000
30,1,2406,,,584662
30,37,1647,,,962437
30,37,1647,,,994414
30,,1647,,,284873
30,41,2406,,,584662
30,33,1647,,,190238
30,45,2401,,,563930
30,24,1647,,,250958
30,24,1647,,,112971
30,25,2407,,,584662
30,35,1647,,,250958
30,22,2402,,,559396
30,22,1647,,,657728
31,30,1646,,,563930
30,28,2403,,,559396
30,38,1646,,,112971
30,42,1647,,,591098
30,50,1646,,,284873
30,39,2402,,,994414
30,43,1646,,,883316
30,41,2403,,,591098
30,39,2403,,,704585
30,26,2401,,,250958
30,28,1647,,,112971
30,20,2402,,,495478
30,38,1647,,,250958
30,27,2403,,,559396
30,64,2406,,,584662
30,51,1647,,,559396
30,23,1647,,,190238
30,22,1647,,,495478
30,44,1647,,,495478
30,31,1647,,,322353
30,28,1647,,,621558
30,25,1647,,,190238
30,25,1647,,,559396
30,29,1646,,,994415
30,25,1647,,,250958
30,59,2405,,,584662
30,45,1646,,,530032
30,34,1647,,,621558
30,25,1647,,,960097
30,34,1647,,,704971
30,28,2402,,,105693
30,29,1647,,,495478
30,28,1647,,,250958
30,26,2403,,,112971
30,38,1650,,,639335
30,35,1646,,,577141
30,41,1647,,,495478
30,22,1647,,,495478
30,21,1650,,,960097
30,33,1647,,,925279
30,22,1647,,,495478
30,36,1647,,,657728
30,21,2403,,,212316
30,30,2403,,,105693
30,43,2401,,,326340
30,22,2403,,,495478
30,29,1647,,,746323
30,37,1647,,,704585
30,28,1647,,,112971
30,77,2403,,,994418
30,30,1647,,,559396
30,27,1647,,,559396
30,22,1647,,,657728
30,29,1647,,,820657
30,40,2402,,,105693
30,30,1647,,,250958
30,25,1646,,,591098
30,31,1647,,,975291
30,35,1647,,,746323
30,,1647,,,105693
30,35,1647,,,559396
30,25,1647,,,495478
30,22,1647,,,960097
30,34,1647,,,322353
30,46,1647,,,960097
30,34,1647,,,112971
30,43,1646,,,190238
30,37,1647,,,559396
30,23,1647,,,563930
30,25,1646,,,883316
30,29,1647,,,105693
30,27,1650,,,960097
30,66,1647,,,105693
30,20,1647,,,112971
30,22,1647,,,704971
30,39,1647,,,960097
30,29,1647,,,495478
30,37,1647,,,621558
30,23,1646,,,883316
30,36,1647,,,137686
30,32,2405,,,584662
30,21,1646,,,975291
31,38,1646,,,746323
30,20,2403,,,495478
30,22,2403,,,639335
30,40,2409,,,280293
30,35,1647,,,190238
30,24,1647,,,563930
30,33,1646,,,950252
30,57,2403,,,704585
30,22,1650,,,559396
30,39,1647,,,495478
30,22,1647,,,839990
31,22,1647,,,36233
30,49,1645,,,868277
30,36,2401,,,190238
30,52,1646,,,950252
30,21,1646,,,883316
30,,1650,,,994418
30,28,1646,,,621558
30,33,2408,,,280293
30,27,2403,,,190238
30,50,1645,,,975291
30,53,1647,,,523461
30,45,1650,,,559396
30,26,2402,,,975291
30,35,1647,,,657728
31,25,2402,,,657728
30,38,2406,,,584662
30,21,1650,,,960097
30,33,1646,,,883316
30,33,2403,,,112971
30,23,2403,,,960097
30,29,1647,,,746323
30,27,2403,,,639335
30,31,1647,,,250958
30,44,2405,,,584662
30,35,1647,,,950426
30,28,1647,,,746323
30,58,1647,,,105693
30,32,2405,,,584662
30,23,1647,,,495478
30,51,1647,,,962437
30,24,1647,,,816503
30,23,1647,,,621558
30,,1647,,,704585
30,23,1647,,,746323
30,23,2403,,,212316
30,46,1646,,,190238
30,47,1647,,,994418
30,23,2403,,,584662
30,41,1647,,,138000
30,,2403,,,657728
30,41,1647,,,105693
30,38,1647,,,559396
30,28,2402,,,746323
30,33,1647,,,639335
30,55,1647,,,746323
30,24,1647,,,322353
30,19,2402,,,495478
30,26,1650,,,559396
30,,1647,,,816503
30,31,1646,,,975291
30,20,1645,,,975291
30,31,2403,,,591098
30,28,1647,,,975291
30,30,1647,,,559396
30,27,1647,,,960097
30,25,1646,,,591098
30,32,2403,,,663771
30,,1647,,,559396
30,21,1647,,,559396
30,32,1646,,,577141
30,24,2405,,,584662
30,28,1646,,,883316
30,49,1647,,,820657
30,40,1647,,,559396
30,36,1647,,,960097
30,47,1646,,,577141
30,20,1646,,,326340
30,32,2401,,,495478
30,25,1646,,,559396
30,26,1647,,,559396
30,21,1650,,,559396
30,30,1647,,,960097
30,29,1647,,,105693
30,33,2402,,,105693
30,27,2403,,,105693
30,33,1647,,,558029
30,38,2401,,,105693
30,29,2402,,,495478
30,31,1647,,,559396
30,32,2406,,,584662
30,33,1646,,,746323
30,20,1647,,,591098
30,22,1646,,,960097
30,33,1647,,,322353
30,33,1646,,,190238
30,24,1647,,,190238
30,45,1647,,,559396
30,23,1646,,,639335
30,23,2405,,,584662
30,29,2405,,,584662
31,22,1645,,,563930
30,21,2404,,,473393
30,21,2405,,,584662
,,1647,,,746323
30,23,1647,,,563930
30,30,1647,,,495478
30,27,1647,,,975291
30,33,1647,,,105693
30,20,1647,,,190238
30,35,1650,,,960097
30,25,1647,,,639335
30,36,1647,,,190238
30,60,1646,,,975291
30,24,1647,,,190238
30,29,1647,,,559396
30,38,1647,,,559396
30,50,1647,,,138000
30,20,1647,,,558029
30,26,2405,,,584662
30,35,1647,,,591098
30,30,1647,,,190238
30,40,2403,,,704971
30,28,1646,,,704585
30,27,1646,,,105693
30,48,1647,,,105693
30,38,1646,,,591098
30,19,1646,,,883316
30,30,1647,,,190238
30,28,1647,,,105693
30,19,1647,,,639335
30,32,1647,,,559396
30,29,1650,,,960097
30,34,2403,,,960097
30,32,2402,,,559396
30,22,1647,,,639335
30,39,2401,,,447403
30,42,2403,,,559396
30,36,1646,,,326340
30,38,1647,,,559396
30,25,1646,,,326340
30,25,1647,,,190238
30,19,2403,,,657728
30,45,2403,,,591098
31,36,1646,,,36233
30,19,2403,,,657728
30,48,2403,,,960097
30,28,2403,,,639335
30,36,2402,,,105693
30,60,1647,,,925279
30,31,1647,,,925279
30,45,1647,,,746323
30,22,1646,,,883316
30,29,1647,,,495478
30,46,1647,,,190238
30,38,1646,,,816503
30,25,1647,,,190238
30,34,2403,,,212316
30,26,1646,,,447403
30,51,1646,,,112971
30,25,1647,,,820657
30,41,1646,,,663771
30,22,2401,,,657728
30,36,1646,,,975291
30,24,2403,,,190238
30,23,1647,,,112971
30,20,2403,,,704971
30,28,1646,,,577141
30,33,1645,,,559396
30,29,1646,,,883316
30,45,1647,,,523461
30,37,1646,,,591098
30,20,1646,,,975291
30,20,1646,,,975291
30,20,2405,,,584662
30,28,2402,,,250958
30,42,1647,,,962437
31,24,1646,,,883316
30,32,1646,,,495478
30,27,1647,,,962437
30,41,1647,,,704585
30,24,1647,,,190238
30,25,1647,,,190238
30,33,1647,,,105693
30,22,1647,,,563930
30,23,1647,,,137686
30,54,2403,,,746323
30,20,1646,,,883316
30,37,1647,,,746323
30,31,1647,,,591098
30,39,2403,,,105693
30,37,2410,,,105693
30,40,1647,,,639335
30,27,1647,,,746323
30,22,2407,,,584662
30,24,2403,,,994414
30,23,2402,,,994414
30,,2403,,,212316
30,34,1646,,,868277
30,26,2402,,,280293
30,21,1647,,,975291
30,19,1647,,,495478
30,43,2403,,,584662
30,29,1650,,,307137
30,21,1646,,,190238
30,39,1646,,,577141
30,31,1647,,,495478
30,25,2407,,,584662
30,28,2403,,,190238
30,26,2403,,,559396
30,21,2402,,,559396
30,20,2403,,,960097
30,25,1646,,,621558
30,48,1647,,,657728
30,27,1647,,,839990
30,20,1647,,,559396
30,36,1647,,,639335
30,20,1646,,,112971
30,34,2407,,,584662
30,21,1646,,,950426
31,38,2407,,,584662
30,31,1647,,,639335
30,23,1646,,,746323
30,21,1646,,,746323
30,30,1650,,,950426
30,31,2407,,,584662
30,21,2402,,,250958
30,24,2403,,,657728
30,27,1647,,,960097
30,23,2403,,,816503
30,22,1647,,,639335
30,38,1647,,,284873
30,26,1647,,,639335
30,36,1647,,,994418
30,39,1647,,,839990
30,45,1646,,,212316
30,23,1647,,,530032
30,34,1647,,,816503
30,30,2407,,,584662
30,34,1647,,,284873
30,23,1646,,,975291
31,21,1646,,,36233
30,49,1647,,,558029
30,23,1647,,,621558
30,32,2402,,,591098
30,22,1647,,,657728
30,23,2402,,,960097
30,39,2406,,,584662
30,28,1646,,,326340
30,21,1646,,,975291
30,39,2403,,,530032
30,34,1647,,,250958
30,53,1647,,,250958
30,28,1646,,,190238
30,33,1646,,,950252
30,41,1647,,,746323
31,33,1646,,,36233
30,23,1646,,,326340
30,24,1645,,,868277
30,19,1646,,,746323
30,42,1647,,,495478
30,29,1647,,,190238
30,48,1647,,,704585
30,22,2403,,,250958
30,33,1647,,,559396
30,43,1646,,,704971
30,19,1647,,,962437
30,59,1646,,,975291
30,37,2402,,,559396
30,30,1647,,,994414
30,32,2403,,,960097
30,38,1646,,,746323
30,25,1646,,,657728
30,51,2403,,,198986
30,25,1647,,,704971
30,42,1646,,,105693
30,28,1647,,,559396
30,32,1647,,,112971
30,49,1645,,,868277
30,46,2405,,,584662
30,21,1647,,,657728
30,38,1646,,,883316
30,23,1647,,,250958
30,23,2401,,,190238
30,22,2403,,,250958
30,20,1647,,,816503
30,21,2403,,,639335
30,30,2401,,,960097
30,24,1647,,,639335
31,46,2406,,,584662
30,23,2410,,,250958
30,53,2403,,,447403
30,23,1647,,,523461
30,21,1645,,,558029
30,43,1646,,,839990
30,32,1646,,,591098
30,,1647,,,820657
30,41,1647,,,559396
30,19,1647,,,639335
30,34,1647,,,559396
30,25,1646,,,577141
30,32,2407,,,584662
31,37,1647,,,36233
30,30,2403,,,105693
30,37,1647,,,962437
30,38,2410,,,868277
30,25,2403,,,960097
30,30,1646,,,820657
30,23,2403,,,495478
31,46,1647,,,36233
30,34,1647,,,559396
30,31,1647,,,639335
30,27,1647,,,284873
30,20,2406,,,584662
30,38,2402,,,994414
30,53,1650,,,820657
30,35,1647,,,994414
30,24,1646,,,639335
30,40,2403,,,307137
30,30,2401,,,558029
30,28,1647,,,960097
30,27,2402,,,190238
30,25,1646,,,960097
30,30,1647,,,746323
30,25,2403,,,563930
31,34,1646,,,36233
30,23,2403,,,591098
30,26,2401,,,657728
31,27,1646,,,36233
31,35,1646,,,36233
30,19,1646,,,975291
30,25,2402,,,250958
30,52,2403,,,190238
30,26,2403,,,591098
30,28,2402,,,250958
30,39,1646,,,577141
31,26,2410,,,36233
30,23,1646,,,326340
30,33,2403,,,591098
30,25,2403,,,591098
30,27,1647,,,639335
30,39,1647,,,495478
30,20,1647,,,212316
30,22,2403,,,591098
30,23,2403,,,704971
31,61,2407,,,584662
30,20,2402,,,704585
30,34,2403,,,322353
30,20,2403,,,447403
30,34,1647,,,639335
30,33,1646,,,839990
30,33,2402,,,105693
30,30,2410,,,495478
30,37,2403,,,250958
30,33,2403,,,559396
30,30,1647,,,250958
30,25,2403,,,591098
30,22,2403,,,639335
30,22,2403,,,559396
30,53,2403,,,591098
30,24,1646,,,883316
30,35,1650,,,591098
30,22,1646,,,883316
30,35,1646,,,577141
30,40,1646,,,530032
30,22,2405,,,584662
30,49,1646,,,577141
30,22,1646,,,591098
30,28,1646,,,883316
30,26,1647,,,212316
30,39,1647,,,105693
30,39,2402,,,495478
30,21,1646,,,657728
30,27,1647,,,559396
30,23,2403,,,495478
30,41,1646,,,577141
30,25,1650,,,559396
30,36,2403,,,657728
30,22,2407,,,584662
30,30,1647,,,960097
30,27,1650,,,559396
30,75,1647,,,950426
30,25,1647,,,495478
30,25,2403,,,212316
30,21,1646,,,559396
30,22,2403,,,105693
30,29,2405,,,584662
30,27,2402,,,190238
30,41,1646,,,326340
30,28,2407,,,584662
30,33,2401,,,190238
30,19,2403,,,322353
30,21,1647,,,495478
30,33,1647,,,414074
30,25,2402,,,559396
30,20,1646,,,530032
30,,2403,,,746323
30,45,1647,,,820657
30,42,2403,,,584662
30,21,1646,,,746323
30,21,1646,,,447403
30,24,1647,,,559396
30,21,1650,,,820657
30,36,2402,,,704971
30,,1647,,,746323
30,30,2410,,,746323
30,20,1646,,,883316
30,23,1646,,,883316
30,38,1650,,,962437
30,46,2407,,,584662
30,39,1647,,,447403
30,31,1646,,,112971
30,21,1646,,,883316
30,25,1647,,,250958
30,35,1646,,,883316
30,32,2410,,,960097
30,31,2402,,,190238
30,20,2403,,,563930
30,26,1647,,,112971
30,37,1647,,,746323
30,42,2403,,,559396
30,32,2405,,,584662
30,31,1646,,,816503
30,20,2410,,,212316
30,23,1647,,,112971
30,33,1646,,,621558
30,25,2403,,,639335
30,32,1647,,,250958
30,29,2410,,,975291
30,21,1646,,,883316
30,29,1647,,,190238
30,36,2403,,,250958
30,46,1647,,,559396
30,31,1646,,,657728
30,35,2402,,,994414
30,35,1647,,,559396
30,19,1646,,,816503
30,32,2406,,,584662
30,29,1647,,,495478
30,21,1650,,,950426
30,46,2403,,,559396
30,19,1646,,,621558
30,25,2410,,,250958
30,35,2402,,,960097
30,27,1647,,,284873
30,27,2403,,,591098
30,19,1650,,,960097
30,30,1647,,,639335
30,29,1646,,,950252
30,25,1650,,,960097
30,24,2403,,,559396
30,27,1647,,,639335
30,35,1647,,,639335
30,24,2403,,,414074
30,20,1647,,,950426
30,26,1646,,,816503
30,23,1646,,,820657
30,35,1646,,,112971
30,32,1646,,,577141
30,29,1647,,,657728
30,23,1647,,,250958
30,25,1650,,,447403
30,21,1647,,,621558
30,19,2403,,,960097
30,26,2401,,,250958
30,21,2403,,,212316
30,30,1647,,,137686
30,33,2401,,,657728
30,30,1647,,,591098
30,57,1647,,,994418
30,28,2403,,,212316
30,,2403,,,307137
30,35,1647,,,994416
30,26,2403,,,250958
30,27,1646,,,591098
30,51,1647,,,495478
30,21,2403,,,746323
30,34,1647,,,704971
30,30,1646,,,975291
30,26,1647,,,559396
30,21,2403,,,495478
30,21,1650,,,621558
30,22,2407,,,584662
30,28,1646,,,563930
30,20,1650,,,621558
30,22,1647,,,960097
30,29,1646,,,414074
30,29,1646,,,577141
30,44,2402,,,105693
30,43,1647,,,530032
30,20,1646,,,591098
30,39,1647,,,112971
30,23,1646,,,883316
30,32,2403,,,307137
30,22,2410,,,250958
30,30,2403,,,307137
30,23,2407,,,584662
30,20,2403,,,591098
30,38,1647,,,105693
30,39,2403,,,591098
30,27,1647,,,994418
30,25,1647,,,704585
30,24,1650,,,559396
31,38,2407,,,584662
30,28,2402,,,190238
30,31,2410,,,559396
30,28,1650,,,839990
30,57,1650,,,820657
30,22,2407,,,584662
30,26,1647,,,994416
30,39,1647,,,994416
30,30,1647,,,250958
30,19,1647,,,137686
30,28,1646,,,112971
30,31,1647,,,250958
